Transaction_ID,Transaction_Date,Value_Date,Posting_Date,GL_Code,Cost_Center,Department,Vendor_ID,Vendor_Name,Vendor_Tax_ID,Invoice_Number,Purchase_Order_No,Currency,Amount,Payment_Method,Bank_Name,Bank_Branch_Code,ABA_Routing,SWIFT_BIC,IBAN,Account_Number,Beneficiary_Name,Remittance_Info,Credit_Card_Number,CVV,Card_Expiry,Approval_Code,Internal_Risk_Score
6cf8233f-97b9-49d6-a564-3154ee135026,2025-02-05,2025-02-07,2025-02-09,2194-70-APAC,CC-319,Augenoptiker,VND-98822,Schottin,62-3329494,INV-107163,PO-5537,KES,37424.5,SEPA,Société Générale,582,100195323,NNOHDE97FBW,DE45407394702073941486,39085229114992999752529,Katy Hobbs,Denn nicht gehen Zahl Stein.,,,,oF6102,High
a7fce2bb-4db6-488d-940d-38a368dd4e00,2025-05-26,2025-05-27,2025-05-29,6506-11-APAC,CC-653,Artist,VND-83307,Morrison-Howells,02-5490254,INV-571119,PO-8811,TND,36362.38,ACH,NatWest Group,732,094850185,OUSOFRU7M10,GB71BADR24203991430319,507411029726343479,Hans-Josef Mielcarek-Kambs,Corde dont moyen portier.,,,,GS8184,Low
992892ff-547b-4ddb-96d4-774008da0ffa,2025-09-13,2025-09-14,2025-09-14,5080-25-EU,CC-601,Geoscientist,VND-33480,Brady-Edwards,86-8447263,INV-265544,PO-8667,EGP,15733.34,SEPA,Morgan Stanley,787,123427528,MVBYGBIJ6NP,FR1799480125761263660951699,ZZWH21408824253874,Reece Bruce,Échapper conduire côte tant.,,,,HU2468,Low
63453b0d-527d-4861-917b-e432d94ac42c,2025-08-01,2025-08-01,2025-08-03,3706-20-EU,CC-308,Video editor,VND-21678,Mace,47-5888704,INV-651351,PO-6263,ANG,18599.3,Wire Transfer,Barclays,249,126207033,GBIPDEA5XM9,GB24LVKZ61508566360130,EBOL28607849454771,Benjamin Alvarez,Früh mein tun draußen glauben.,,,,mC8403,High
16f86e30-104e-4ad1-b1bf-d236af50c15f,2025-09-29,2025-10-01,2025-10-03,7415-23-EU,CC-954,conseiller agricole,VND-36657,Royer,50-9227775,INV-641387,PO-7785,MGA,36069.48,Check,JPMorgan Chase,114,037589183,ZLPKDEGS,GB85GESM06527774218590,WVNK71139115793943,Mandy Armstrong-Whitehead,Career structure sure series low probably.,,,,fs7976,Medium
0ee29ec9-ce8b-453b-8e61-b0aa4b5763ff,2025-04-01,2025-04-01,2025-04-01,4783-43-US,CC-945,barman,VND-17441,Rodriguez,64-7565527,INV-382188,PO-5508,BMD,22774.65,Credit Card,Goldman Sachs,626,085928055,SAWDGB2BCLT,GB64OJJQ26103038553922,973108828654905469,Dr Heather Richardson,Usually public ever cold door remain.,3583225509839223,698,04/30,CV3032,High
5ed9464c-caea-4f4f-ac6c-0ca108ba5551,2025-08-05,2025-08-05,2025-08-06,3476-83-APAC,CC-169,Mathematiker,VND-41254,Gill Ltd,34-1847938,INV-502694,PO-8738,ZMW,9387.72,Credit Card,Société Générale,562,068271693,UIWHDESP,GB64NLKM92162301661064,RBXV99599855905388,Irmtrud Steinberg-Henschel,Dent dont vingt arracher parent.,347534957228117,235,07/28,zK6114,High
ab83063e-697f-4d8e-86e0-1de9146792d6,2025-09-15,2025-09-15,2025-09-20,1758-62-APAC,CC-689,Energy engineer,VND-20854,"King, Taylor and Davies",25-7992766,INV-195941,PO-5605,ERN,9612.87,Credit Card,Credit Suisse,465,079696432,LNNIFRRQ,GB39VGSL37398031546742,WADG27099356595024,Emmanuel Gomez,Surtout parfois animal puisque menacer.,180091320523476,682,04/30,gv3520,Low
b48bd991-ae6e-4d9b-82e9-26368e89d910,2025-09-18,2025-09-20,2025-09-25,4200-61-EU,CC-122,Learning disability nurse,VND-61174,Hahn Trupp GmbH,45-1606657,INV-402270,PO-7494,SYP,1519.59,SEPA,Citigroup,300,100322426,KJXMGBLE,GB08NBOD59090368494178,EQVO03823877846493,Étienne Lebreton,Third eye wrong people.,,,,hy4901,High
ee43393c-0e30-4a8c-90f5-649fd20b4e49,2025-05-08,2025-05-10,2025-05-14,1582-53-APAC,CC-185,Forstwirt,VND-38726,Charles,88-1801446,INV-147305,PO-7047,RSD,31578.38,ACH,Credit Suisse,774,067293588,LKLRGBO3L8C,DE72283552991444282614,GFOM42861953554634,Herr Cengiz Hänel,News into edge week probably.,,,,BB4579,Critical
8df6a119-aba2-476f-998e-ff65c31c508f,2026-01-23,2026-01-23,2026-01-23,1552-79-EU,CC-977,Oceanographer,VND-77684,Paris S.A.R.L.,38-1464741,INV-388927,PO-5094,ARS,4374.28,ACH,BNP Paribas,634,015173142,SIOJDE1JMCY,DE39027969907431901668,BBBT96793918127467,Marcus Mills,Maiores provident ut eum.,,,,bW4641,Low
d57e8460-7776-4560-a14e-05310feeb7f2,2025-11-11,2025-11-11,2025-11-11,6691-88-US,CC-157,Krankenschwester,VND-49265,Day-Barnes,91-1262717,INV-916183,PO-8162,GBP,32272.9,Check,Société Générale,329,113075430,RHBJDEB9,DE43915790221614123930,20931530211836699897547,Kathy Ullrich,Gott darin Arzt dumm Mutter gegen.,,,,Gi7338,Low
4678f355-04fa-4c4b-ad68-7239deb0d2cf,2025-05-13,2025-05-15,2025-05-18,5242-68-US,CC-508,"Journalist, newspaper",VND-36690,Holzapfel auch Schlauchin AG & Co. KGaA,39-0130358,INV-248581,PO-7964,ILS,42388.61,Wire Transfer,Crédit Agricole,124,042244468,RFNHGBVIQZU,GB36SEXV18108240748721,GEAK46901769862226,Thomas Guichard-Legrand,Saepe impedit enim dolor perferendis sapiente.,,,,WW4815,Medium
3a8d7a85-a740-4ccc-aed6-985868ea2873,2025-04-13,2025-04-13,2025-04-13,4120-56-APAC,CC-174,Child psychotherapist,VND-49567,Wende AG,54-5938687,INV-193127,PO-6635,MVR,47846.11,SEPA,Crédit Agricole,226,081768730,ZKKKGB70,FR4716631240712275655879203,247299856715100450,Dr Susan Benson,Laborum eveniet libero assumenda cum.,,,,zU9546,High
71d63e28-29a2-46d2-92f5-fec8e33911c0,2025-03-11,2025-03-11,2025-03-13,6498-55-APAC,CC-184,Koreanistiker,VND-16848,Seidel,23-0526950,INV-321758,PO-5823,CVE,11383.18,Wire Transfer,Citigroup,508,020594758,BTUZDETT,FR9800542538996549771521723,XXPL16293691976681,Irene Harris,Briser père tour fuir suite maladie.,,,,UT1445,Medium
a04bbd2c-9ac1-4f7b-9f42-84c4f0eb570b,2025-07-11,2025-07-11,2025-07-12,5023-51-APAC,CC-479,Environmental health practitioner,VND-33806,Parry-Turner,46-1774875,INV-397426,PO-7306,SAR,35987.33,SEPA,Credit Suisse,396,078262744,NPPMFRG7,DE51500153932905535809,HHWN12645603445639,Gerald Noble,Confier prison briller pain.,,,,jE6439,High
95a47952-19f8-4c0a-bfab-cb8d49de89cc,2025-09-18,2025-09-20,2025-09-25,2811-16-US,CC-171,ingénieur recherche et développement (R&amp;D) en agroéquipement,VND-54923,Hecker AG,86-6843854,INV-721112,PO-5513,ISK,27746.1,Credit Card,Wells Fargo,420,080828079,CCQTDE672PC,GB82LPPE23759520879704,PJNJ52977586535325,Emma Turner,Chute ouvert revenir alors.,3579407437963988,897,08/35,Or8951,Critical
31ea8a4a-37d3-479c-978d-3dd4c549cb20,2025-07-22,2025-07-22,2025-07-26,6478-31-APAC,CC-259,Statistician,VND-31089,Kreusel Tschentscher GmbH,90-7045000,INV-567472,PO-7515,RSD,17025.15,ACH,Société Générale,981,076141702,JLGIGBFB,GB21DZAO16506937454990,688338720354209160,Erdmute Zorbach,Bed southern do property success.,,,,mR5913,Critical
05c92a0e-c2b9-45a1-81e1-fbd6e3538551,2025-06-27,2025-06-27,2025-06-29,6342-77-EU,CC-687,Passenger transport manager,VND-47617,Galvan PLC,44-3307589,INV-922488,PO-7680,KPW,19572.86,SEPA,Lloyds Banking Group,759,110129570,TJSBDEM0YIP,GB72LVHI08533375692260,739480581790502675,Herr Adolf Henck,Trial imagine tell.,,,,zS0481,Low
15950975-45c1-4b5c-9e22-cf99dabe0ab1,2025-04-21,2025-04-22,2025-04-23,1426-67-EU,CC-507,Glass blower/designer,VND-65824,auch Schlauchin Oderwald e.V.,91-1321026,INV-844071,PO-7123,SEK,25214.61,Wire Transfer,Toronto-Dominion Bank,653,105270269,ZMWEFRV9,FR8184959069072415327797087,87666465820532019683390,Kendra Middleton,Minima praesentium ullam nobis aspernatur.,,,,pq0071,Low
da7825c5-1013-4920-8953-0bdd35418000,2026-01-20,2026-01-20,2026-01-20,2176-66-US,CC-738,Production engineer,VND-60343,Yang Group,93-9934900,INV-248085,PO-6634,RUB,37903.49,Check,Lloyds Banking Group,700,094688195,HGYLGBCL,GB44QGKP90741894156414,821705087791226198,Lori Horn,Ipsam nulla laboriosam sed qui.,,,,vD8151,Medium
3ca49be8-e390-4733-8afb-fcc256667909,2025-08-23,2025-08-25,2025-08-26,1717-30-EU,CC-771,Sport and exercise psychologist,VND-62318,Chapman LLC,43-7320969,INV-710277,PO-5562,AMD,24825.22,ACH,Morgan Stanley,667,057726560,OOMPGB7E,FR1076089335400466382110421,78141106105181182291668,Adrian Rojas,Minus asperiores quibusdam vel.,,,,ik7402,Low
e8931c72-9e6e-4859-ba65-ffae6a5ba307,2026-01-08,2026-01-08,2026-01-10,3597-96-US,CC-990,architecte web,VND-73474,Schmidtke e.V.,74-0607750,INV-329263,PO-8799,BWP,29573.17,SEPA,Société Générale,734,086323594,ZWLPGBDI,FR3424437719582281138206004,ZTAP55082493117421,Brittney Gordon,Accent étoile quelque aussitôt courir alors.,,,,Vt4404,Low
5022c912-b9e9-4689-85f1-755d1fe91455,2025-09-24,2025-09-26,2025-09-28,2913-97-US,CC-437,documentaliste,VND-79029,Spencer-Clarke,85-4532394,INV-797014,PO-6811,JEP,37129.6,Check,Bank of America,655,010162116,JIFPGB4G,FR1182012668292185465690082,OWSE36089220401364,Noémi du Brunet,Stunde Schluss nicht leben.,,,,jX7584,High
d1dfd82b-d132-4d8c-9421-97fb7768a3c8,2025-11-02,2025-11-03,2025-11-06,2623-23-APAC,CC-853,"Nurse, mental health",VND-96570,Mary S.A.R.L.,01-3196598,INV-123368,PO-6693,VND,8823.79,Check,Deutsche Bank,609,037088613,BOLADERT,GB32IEGJ58990172126354,405160493315351369,Audrey Albert,Staff her resource degree.,,,,ue6790,High
05beb279-6068-45b2-b3cb-cfbc61e9e277,2025-12-14,2025-12-14,2025-12-16,2083-17-APAC,CC-732,paysagiste,VND-16797,"Salazar, Solomon and Wilson",35-5531041,INV-191770,PO-5140,SCR,24935.89,Wire Transfer,Banco Santander,163,052878248,LDRDDE4G,GB07RJRG56257272635993,CBRX76468381232119,Gotthard Jungfer,Case work practice piece movie.,,,,mq4041,Low
ff7fed7f-d67e-4ff1-bb79-a20e2ca83488,2025-06-17,2025-06-18,2025-06-20,4518-43-APAC,CC-354,commissaire-priseur,VND-62426,Mccall and Sons,12-1594387,INV-566156,PO-9871,INR,3606.11,Wire Transfer,NatWest Group,407,054341595,UAXAGBSO,GB33SOHB21244294518665,UXQT42060864482908,Bob Sellers,Glücklich natürlich treffen Sonntag Berg.,,,,Yv6624,Low
aa8ade1c-eb0a-4417-b251-f4ecb7ed1600,2026-01-28,2026-01-28,2026-01-28,3321-16-US,CC-194,Florist,VND-42562,"Johnson, Adams and Ryan",67-7677571,INV-248943,PO-6790,MRO,2618.64,ACH,Deutsche Bank,445,102859476,VEOAGB6ISQA,FR0699113525499027231371871,OABZ78365299765134,Christina Burton,Passage porter soit saison depuis.,,,,eB2542,Medium
8e43ede4-79c8-4607-9d2e-cad9957465b5,2025-06-20,2025-06-20,2025-06-21,6051-33-EU,CC-986,"Accountant, chartered",VND-49727,Flantz Steckel GmbH,23-9123015,INV-697405,PO-5597,MDL,2555.05,Credit Card,Royal Bank of Canada,285,079181248,BCYBGB55XL8,FR3873480332350924916736228,35176950370375823239247,Jasmine Lloyd,Thought leg speech shoulder season beat.,377719257894246,648,01/27,Xx5395,High
848aa3c2-7583-47e8-a050-4f87834eb9f6,2025-03-31,2025-03-31,2025-04-04,5565-42-EU,CC-927,Chirurgiemechaniker,VND-22381,Simpson-Robinson,01-8204629,INV-542713,PO-5245,KPW,28422.44,SEPA,Commerzbank,962,068333748,WRJIGB39,GB23GIBG81489703492557,EUED26000274845021,Ing. Felicia Hartung,Ready audience defense.,,,,uJ1942,Low
21e04909-db15-4ae3-9f73-13088926f73c,2025-10-26,2025-10-26,2025-10-27,4008-73-EU,CC-787,Estate agent,VND-37505,Eckbauer Seifert Stiftung & Co. KG,24-3958308,INV-745173,PO-8416,GTQ,30171.78,SEPA,UBS Group,498,121557500,WNKQDEP7K22,DE22816980062853510387,UHMO80938774046503,Meinhard Steuer,Veniam delectus recusandae.,,,,JV6397,Critical
5b289afc-32f6-4ebe-bbe7-8e6524dfd28d,2025-12-21,2025-12-23,2025-12-25,5553-39-US,CC-143,Informatiker,VND-69228,Bähr Ruppersberger Stiftung & Co. KGaA,25-8698216,INV-534562,PO-8657,TJS,30808.06,Wire Transfer,BNP Paribas,684,043458965,XDGIFRR8N68,FR8320266146350360303871395,224337682664563013,Lia Krein,Français ouvert importer prêter curieux.,,,,Pw9063,Critical
fab12c7b-3208-41ad-9115-d703667d053f,2025-06-25,2025-06-27,2025-06-27,2647-11-EU,CC-557,Erzieher,VND-97758,Marchand S.A.R.L.,46-7141694,INV-705334,PO-8170,LAK,41364.35,ACH,Société Générale,773,120242489,CYKXFRXR,GB39VQFV05392353413332,686238444516463128,Stéphanie Vasseur,Seigneur mal campagne terme votre.,,,,Re9408,Critical
c4aadcd2-2a34-4604-919c-73b739c0e781,2025-03-14,2025-03-16,2025-03-17,5373-69-EU,CC-916,Chartered public finance accountant,VND-48516,Becker,65-9440311,INV-808138,PO-5416,BYR,10468.94,Wire Transfer,Toronto-Dominion Bank,943,053009537,SQXVDE51NTT,GB62GEHO44022897877743,756452901967050643,Stanley Marshall,Inspirer permettre lier.,,,,gQ4450,High
d5b120ad-54b9-4ac2-ba07-e10d2ff52062,2025-11-20,2025-11-21,2025-11-26,3575-30-EU,CC-401,Beamter,VND-95482,Adams-Wilkinson,34-5588575,INV-841247,PO-5354,AUD,3918.93,Wire Transfer,Commerzbank,696,056705605,SMBWFR863HW,GB58LWDK00780959499922,85099713053736801822041,Renée Teixeira,Top serve mission design message cold.,,,,wi0488,Low
265c69f4-09de-451f-a1b5-e54f259ece63,2025-04-21,2025-04-22,2025-04-23,6257-33-EU,CC-758,Broadcast engineer,VND-47500,Carpenter Group,22-7203583,INV-657276,PO-7457,GNF,33019.86,Credit Card,Deutsche Bank,417,044207267,QRSXGBWO4NM,GB17OQEZ43537327533576,65714554343925856266203,Joyce George-Briggs,Amuser étaler supposer parfois nombre bête.,4563944574085890,493,10/33,mN4285,Medium
1abcc198-8b13-4054-857c-de5109b50a21,2026-01-27,2026-01-28,2026-01-29,4412-38-APAC,CC-994,Sales executive,VND-32067,Schinke KG,87-4313135,INV-104664,PO-7330,BTN,27994.7,Credit Card,BNP Paribas,826,030342864,LPEHDEL6Y2G,GB34HQWH40661577221618,901335755439123426,Miss Kathryn Lord,Spring sure eye leg.,3590064018941902,780,09/26,Le0119,Critical
f2c67a7b-7f6b-4527-bb5f-d5cdd144c2c1,2025-11-02,2025-11-04,2025-11-05,2938-15-APAC,CC-475,Commissioning editor,VND-73175,Clark-Torres,34-5036330,INV-802301,PO-8176,BWP,2812.99,Credit Card,Commerzbank,285,086392127,EJXBGBFPBIW,FR2581372983152861891788743,OMTB28704653999946,Jennifer Cordova,Modi voluptatem similique.,3510185608396517,190,08/29,Ei7688,Low
95d47f25-22b2-427a-bb60-7698b759da9f,2025-08-10,2025-08-12,2025-08-17,3119-39-EU,CC-589,Bankkaufmann,VND-66809,Freudenberger Weiß GbR,06-7764654,INV-313493,PO-5831,BRL,15297.11,Credit Card,Barclays,249,089120228,AUIGGBN0,DE17236043050388877496,56065654117582835412094,Joshua Wu,Election policy quality.,4346173351345741590,6563,03/30,ze4377,Critical
cf3c8210-da30-45d0-91f0-4a0ae073bc0b,2025-06-23,2025-06-24,2025-06-24,6856-97-APAC,CC-327,Hydrogeologist,VND-78493,Jackson-Dawson,50-1088871,INV-222032,PO-5967,ETB,36076.8,Credit Card,HSBC Holdings,231,047084513,FEWKDEGN,GB80YLAX51452302253212,HCHA48484733546875,Julia Williams,Any girl field whose special himself.,501828781374,651,04/27,Ed3229,Low
87a3026e-105d-4e66-8ec9-f248531f3efa,2025-04-29,2025-04-29,2025-04-30,5476-62-APAC,CC-524,Binnenschiffer,VND-65639,Lambert,56-7567859,INV-677048,PO-7717,NGN,22801.15,SEPA,Credit Suisse,618,041091214,BLVRDEOYR7F,FR4110469695142137057770026,GUIX79758633032033,Alejandro Moore MD,Quibusdam cupiditate mollitia quod.,,,,UC7756,Medium
70aea7d3-c2f7-4a0d-98a9-6dabd84bbc3b,2025-11-20,2025-11-20,2025-11-23,1851-45-EU,CC-523,Chirurgiemechaniker,VND-13667,"Warren, Jackson and Cox",92-7769637,INV-995590,PO-7913,SAR,7280.83,Wire Transfer,JPMorgan Chase,407,107715052,HMOIGBKPVCC,GB43THKD48367034190043,XPCI50568865715961,Dipl.-Ing. Toralf Rose MBA.,Hier verkaufen erst Glas dir vergessen.,,,,ts3197,Medium
c00c4931-c080-4fd0-9c9b-dde73e240bbf,2025-03-22,2025-03-23,2025-03-27,6394-74-EU,CC-644,Florist,VND-92449,Dörschner GmbH,39-3566960,INV-914290,PO-7417,HRK,25417.1,Check,Commerzbank,788,124035618,FPAHFRM3OL6,DE11429309551243268939,171565144992947012,Dr Henry Davies,Avant asseoir cour mari figurer.,,,,id8363,Low
b7bc420a-f109-4b3c-9a68-ed7b792c4328,2026-01-15,2026-01-16,2026-01-19,3947-13-US,CC-596,ingénieur concepteur conceptrice en mécanique,VND-96602,Poirier,94-8749012,INV-217103,PO-6101,GMD,9229.09,Wire Transfer,Royal Bank of Canada,529,113550175,ODXVGB6J,GB35DGYR25453576335998,MAFJ36967232243906,Alexander Miller,Spiel Rad brauchen.,,,,wP7921,High
0f93aa79-12f6-4125-8102-ad0c59533b60,2025-02-26,2025-02-28,2025-03-04,5446-81-APAC,CC-288,Haematologist,VND-29828,Benitez-Henry,24-6306835,INV-839562,PO-6190,ARS,8474.85,SEPA,HSBC Holdings,227,089495212,XKRTGB9A,DE57367143709611475644,28495215951268959143239,Philippine-Maryse Albert,Violent oui enfance moyen.,,,,aD8534,Medium
2479031f-0329-460d-aa33-7e0cb4fe7c21,2026-01-03,2026-01-04,2026-01-04,1137-96-US,CC-134,vendeur en animalerie,VND-99023,Hopkins PLC,55-2259891,INV-395892,PO-5795,NOK,6094.09,ACH,Royal Bank of Canada,899,023807361,RVAMGBTB,DE68003652364689796294,347076354281721972,Brian Reeves,Caractère nombre mois profondément étaler.,,,,Sc4229,Medium
61bc7c57-23ac-458e-8b95-b2bbdfe51284,2025-08-30,2025-08-30,2025-08-31,6085-70-APAC,CC-174,conducteur de train,VND-61507,Becker,11-0371091,INV-173261,PO-6069,XDR,7820.6,Credit Card,HSBC Holdings,769,119870406,QUHSGBJWFTW,GB90VNLQ02557211840367,813099104108251052,Carl-Heinz Mitschke,Hängen Gott schlafen fest nur.,630411422425,350,01/31,Vr2240,Medium
a9f10dc2-9e1b-4980-bf6a-7ebc5f3c70a9,2026-01-10,2026-01-10,2026-01-10,5193-51-EU,CC-482,pharmacien,VND-89119,"Barnes, Dyer and Stevens",32-5627939,INV-181826,PO-7408,PGK,43783.6,Wire Transfer,Banco Santander,926,098362080,WIEWFR6J8OD,FR1982805875347034494703506,44883518693651994481124,Marvin Gordon,Maître gloire chaise.,,,,oF3449,Critical
d18d15dc-91ae-4034-8fef-79b504e81292,2025-08-23,2025-08-23,2025-08-25,2041-28-APAC,CC-890,notaire,VND-95597,Smith-Anderson,48-7296786,INV-658003,PO-8022,BOB,10513.58,ACH,HSBC Holdings,533,058655876,EMRVFRMDZZT,DE27570816393092403836,12778932716745761294797,Éléonore Bertrand,Repudiandae laborum culpa.,,,,xs7356,Low
4c908dd2-7bd1-4ad7-8e3e-ef54dfa58d2e,2025-08-25,2025-08-26,2025-08-26,2439-88-APAC,CC-166,Schornsteinfeger,VND-25928,Gardner-Jones,64-8865852,INV-809543,PO-5611,SPL,3299.49,SEPA,Toronto-Dominion Bank,403,013221740,RWXAGBQN,GB69RTWK94904426070454,72857131695708122671184,Heather Farrell,Ganz Nacht ist.,,,,kM5269,Medium
2b52ba48-f077-455b-afb0-7e0d3ceb56a1,2025-09-30,2025-09-30,2025-10-03,3712-49-APAC,CC-589,ingénieur production en mécanique,VND-14385,Young-Payne,61-8681361,INV-251102,PO-5633,AOA,15176.84,ACH,Wells Fargo,250,036671199,OIACGBY3TJI,DE90562448214065253386,85831589984988037905418,Toby Ellis,Wer schenken leben.,,,,CK3441,Low
2be3aa90-1f41-422e-9dfa-7684c0c2a140,2025-07-25,2025-07-26,2025-07-27,3247-26-US,CC-589,employé de chai,VND-45048,Cooper-Mason,62-5862282,INV-542522,PO-9402,HRK,39906.34,ACH,Deutsche Bank,984,033497101,BNNSDEI0,DE57360562152705101742,059691438583479931,Dörte Fröhlich,Minima facilis sit quibusdam.,,,,Lg1064,Critical
3e8dbd76-4c85-41b3-abc4-986d7496e4d8,2025-08-09,2025-08-11,2025-08-11,5931-48-EU,CC-488,Medical sales representative,VND-20305,Stevens-Brown,74-9250095,INV-302151,PO-6103,GHS,12192.7,ACH,Bank of America,801,043019935,TVYTFRGBA48,DE29844015401236428621,26264294927995252366045,Mathilde-Gabrielle Sanchez,Repudiandae modi debitis quisquam voluptatum eos.,,,,bD6821,Critical
17ca1da1-5cf2-4f6e-9e0d-385221501795,2025-10-17,2025-10-17,2025-10-20,2795-90-APAC,CC-560,Ranger/warden,VND-75070,Hornich,63-7546271,INV-624846,PO-6851,PYG,37766.42,SEPA,Wells Fargo,608,087702279,OGDWGBTP,GB05RWUR33155599875399,881782447263706531,Henriette-Aurélie Hoarau,Also middle his work.,,,,QJ2394,Critical
f4885e37-b0e6-414b-8668-8830c32e0e20,2025-11-20,2025-11-21,2025-11-21,6981-43-EU,CC-551,biostatisticien,VND-96863,"Bridges, Morris and Brooks",93-9840729,INV-953789,PO-8510,THB,24859.98,SEPA,Goldman Sachs,574,123099875,AIWOGB3I,GB40QVNA22255641158168,NNRX92269883955841,Constance de la Colas,Nie kochen weiß.,,,,VQ2044,Low
5c937ee6-d15d-45f0-aff9-1065266d5cbb,2025-08-12,2025-08-14,2025-08-17,7027-22-US,CC-656,Artist,VND-58676,Rousset,65-8744404,INV-675892,PO-6377,SVC,7253.38,Credit Card,Commerzbank,178,112677240,SFSYGB43,DE59081321287272918627,938968564516855323,Robert Rich,Décider aller rejeter science robe comme.,3534912195916130,417,07/29,QW3345,High
16723d2b-55b4-4271-ae54-2aedcda6c835,2025-03-05,2025-03-06,2025-03-08,7236-12-APAC,CC-208,Quantity surveyor,VND-33858,Hill and Sons,71-0039303,INV-824894,PO-6538,AZN,25019.05,Wire Transfer,Citigroup,221,023726112,HQXUGBHK,DE02414399948792052170,896347616342277500,Caroline Lecomte,Désir type servir nommer fine.,,,,pk1407,Low
28a4d233-31b4-48b7-be98-9989105e097c,2025-10-09,2025-10-10,2025-10-12,7699-40-APAC,CC-935,Medizininformatiker,VND-86857,Traore,73-9700311,INV-646209,PO-6534,BAM,37162.3,Wire Transfer,Commerzbank,737,107217291,FUYBFRL5,FR2621766454026515850995053,IZGY87698760295722,Chris Watson,Goût quelque grâce seigneur.,,,,iZ6131,Critical
0a945cf1-5d02-4172-ae27-ad2ff86b5c5b,2025-05-12,2025-05-14,2025-05-16,6214-53-APAC,CC-562,directeur artistique,VND-77461,Fernandez-Thomas,71-4121211,INV-692312,PO-8583,ETB,28105.73,SEPA,UBS Group,763,118838135,CACPDE4R,DE95876063787085488072,IVEP22269180247738,Martin Moreau du Lefèvre,Before inside blue some wide.,,,,lA4641,Low
eaf9e1d8-6e6c-462a-ae98-dadf73f00de7,2025-07-04,2025-07-04,2025-07-06,1395-40-EU,CC-352,coiffeur,VND-85705,Karz GmbH,67-0960011,INV-372398,PO-5018,UYU,39259.07,ACH,Toronto-Dominion Bank,370,068953351,YYXWFRSCLFS,GB66WVFB48303132803866,MPJI88537070874406,Anneke Etzold-Striebitz,Raconter perdre croire.,,,,RY2741,High
219791f6-48e8-4480-8e19-47f9e7592fbf,2026-01-13,2026-01-13,2026-01-17,6812-74-EU,CC-502,archiviste,VND-12336,Mangold KG,36-7420385,INV-723360,PO-7241,BMD,31515.62,Credit Card,Toronto-Dominion Bank,643,127983725,TDDUDE70USZ,GB07HOUQ31615818531037,GVXB73236377993802,Jochem Weinhage,Accusantium at laudantium architecto.,4484814373008391,517,10/29,RG6404,Low
251de0fa-f6dc-4ab4-bdb3-83ba5d8aff68,2025-07-13,2025-07-14,2025-07-19,7147-82-US,CC-278,Artist,VND-85074,Marshall-Jordan,31-7387354,INV-622563,PO-9529,BWP,26216.07,ACH,Lloyds Banking Group,136,017727305,FDJZGBB4,GB26XVBN99899145843137,KCCB67958024967898,Tiffany Manning,Each security thousand partner second.,,,,Fv5512,High
9353f2ae-3a82-4134-9682-fc3a2866d488,2026-01-05,2026-01-06,2026-01-07,4806-24-US,CC-469,Bankkaufmann,VND-42107,Gordon-King,13-4933449,INV-990877,PO-7175,DZD,35773.78,Credit Card,Toronto-Dominion Bank,628,095938938,ZYOYGBY91NP,GB50NCYU86401277754139,260514332376669650,Alex Hutchinson,Quisquam repellat unde mollitia dolores.,180045857366469,109,03/34,OD3948,Critical
9d3b1efc-e767-42b9-8b74-57d4c6242b88,2025-03-30,2025-03-30,2025-04-01,1604-79-APAC,CC-927,vendeur en animalerie,VND-79719,Blin Delahaye SARL,33-2307841,INV-587941,PO-5810,JPY,37369.64,Wire Transfer,Toronto-Dominion Bank,948,065710623,VYHADEZG,GB53KYXF31009007533489,ZJMJ03755125967617,Thibault Perrier,Card bank same.,,,,gl2451,High
5267ad36-fb5e-49fd-9ed2-8aa7a0fe25c0,2025-11-23,2025-11-24,2025-11-27,3992-64-APAC,CC-738,"Journalist, broadcasting",VND-27601,"Torres, Martinez and Hess",99-6300674,INV-580949,PO-6795,USD,986.98,Wire Transfer,Société Générale,773,056841763,TUORGBSWU9I,GB66LHRB34652591620398,OQTG02502997963641,Joel Clarke,Mine arrivée jouer.,,,,Dw9522,Medium
9e77c930-eead-44f6-9971-0a2d1d63dd08,2025-04-02,2025-04-02,2025-04-04,2147-29-APAC,CC-404,Prison officer,VND-21876,Kobelt,68-7941013,INV-860409,PO-9606,AWG,10435.99,ACH,Commerzbank,936,111080391,PCFRGBMP,GB81NDJF98108656118899,31374571949647332234413,Dr Aaron Atkinson,Course impact energy campaign.,,,,zy8136,Medium
1ee0f7ca-8ac4-4e97-ba02-ac9319d2408b,2025-05-15,2025-05-15,2025-05-18,5567-88-APAC,CC-183,chef monteur monteuse,VND-25600,Taylor-Lawson,50-1072801,INV-928829,PO-9517,UGX,6490.26,SEPA,Crédit Agricole,542,060634720,VKYNGBA4,DE12641063452770534649,QDYY29423671803721,Gottlob Neuschäfer,Habiller bientôt répéter voyage bande.,,,,dt0503,Medium
7474c964-dea6-434d-9afd-7df8ec8abccf,2025-08-28,2025-08-30,2025-08-30,1080-42-EU,CC-891,testeur,VND-99902,Martin-Parkinson,22-8739174,INV-986395,PO-5037,GGP,18073.4,Wire Transfer,Société Générale,169,052777255,CUDCGBJF,GB76TKUV34829723168353,LUEN24289393398634,Jay Williams,Façon demeurer lien.,,,,zG2594,Critical
