Employee_ID,Global_UID,Employment_Status,First_Name,Middle_Name,Last_Name,Maiden_Name,SSN_National_ID,Passport_Number,Driver_License_Number,Date_of_Birth,Place_of_Birth,Gender,Marital_Status,Nationality,Personal_Email,Work_Email,Home_Phone,Mobile_Phone,Street_Address,City,State_Province,Zip_Postal_Code,Country,Job_Title,Department,Manager_Name,Hire_Date,Annual_Salary,Bonus_Target_Percent,Direct_Deposit_Routing,Direct_Deposit_Account,Emergency_Contact,Emergency_Phone,Insurance_Policy_ID,DLP_Sensitivity_Label
EMP-10991,3030ad13-f63d-416b-bf5f-4b5b10dd3c2c,Terminated,Joseph,Molly,Brooks,,349-87-6665,YG3624504,J4318197,1993-12-22,Thomasfurt,Prefer not to say,Divorced,United States,walkermartin@outlook.com,joseph.brooks@corp-internal.com,+44(0)808 157 0693,613.996.3084x5636,38 Marie Roads,Port John,TN,32571,USA,Medical technical officer,Finance,Kathleen Jones,2023-03-27,"$156,890",9%,128184976,PYLA12211314816238,Geoffrey Stephens,+44(0)161 496 0138,GRP-848302,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10992,9acbc6b7-02d4-4c26-a169-c307848a7f4c,Terminated,Tara,Kirsty,Bull,,133-71-8376,ST4239306,X5586184,1999-10-13,Boydside,Female,Single,United Kingdom,qcarter@yahoo.com,tara.bull@corp-internal.com,+1-911-841-3522x65548,(490)858-3907x1348,440 Ronald Canyon,Hawkinsport,MS,51569,USA,"Scientist, research (maths)",Sales,Taylor Kelley,2017-10-09,"$53,746",20%,026667090,SQUI94243519096739,Teresa Rodriguez,(0113)4960639,GRP-835438,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10993,cf530854-14d8-49c8-b8fa-6b9e313bf220,Active,Laura,Juan,Payne,,366-91-2340,DZ1404870,I5538677,2003-08-01,New Amberport,Non-Binary,Divorced,United States,jocelyntaylor@gmail.com,laura.payne@corp-internal.com,563-819-5941x9726,209-925-4750x21182,"Studio 47
Sykes Ramp",South Laurie,WI,27856,USA,English as a foreign language teacher,Engineering,Matthew Costa,2020-03-13,"$160,825",20%,108576083,HSOC32970638874054,Cameron Butler,(01632)960069,GRP-219889,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10994,d46dbccd-61e7-4dfc-a116-54907b211875,On Leave,Laura,Carol,Fowler,,774-13-3482,AO8315996,Q3630770,2002-03-05,Daltonmouth,Non-Binary,Single,United Kingdom,jane82@yahoo.com,laura.fowler@corp-internal.com,+44(0)289018936,889.740.2153x7609,1364 Richard Valley,Dayfurt,ME,01937,USA,"Surveyor, planning and development",Sales,Jonathan Hansen,2026-01-08,"$161,900",5%,054036172,ZAWZ14014097835663,Kathryn Robinson,748-270-8559x123,GRP-128956,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10995,f90f708d-7973-4522-a2f7-03838a058aaa,On Leave,Anthony,Trevor,Johnson,,ZZ 69 98 67 T,EO7307987,B6507994,1970-01-20,Kempbury,Prefer not to say,Widowed,United Kingdom,savannah52@gmail.com,anthony.johnson@corp-internal.com,385-293-2573,+44(0)191 4960341,9597 Shawn Passage Suite 768,Brittneychester,NC,80286,USA,Sports development officer,Sales,Karl Harrison,2021-02-27,"$96,154",7%,082539065,LCKT50661116605980,Rachel Bennett,+44(0)191 496 0339,GRP-585357,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10996,d1853d62-3e70-4360-9996-5b87acf3b3f4,On Leave,Leslie,Lori,Ross,,ZZ 116196 T,WR2471551,T4975802,1965-11-27,Thompsontown,Non-Binary,Single,United States,denismoore@hotmail.co.uk,leslie.ross@corp-internal.com,0151 4960625,+44118 4960098,6710 Frazier Court,Leighchester,MI,28230,USA,Pharmacologist,Finance,Teresa Page,2025-10-11,"$72,435",9%,073975337,TZSM47567417171366,Mrs Stephanie Williams,+44121 4960638,GRP-120851,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10997,edf0822e-62ed-410c-900c-4fa25a3819ce,Terminated,Theresa,Rodney,Moore,,208-77-3424,SK9152116,C3412476,1972-10-12,New Nicolahaven,Prefer not to say,Single,United States,jacksonmandy@hotmail.co.uk,theresa.moore@corp-internal.com,+44(0)808 157 0963,(790)489-7760,80137 Steven Summit Suite 223,Fullermouth,IA,45907,USA,Recycling officer,Engineering,Billy Conrad,2020-02-04,"$144,468",5%,100513086,OGNC82828486761193,Dr Philip Turner,+441414960423,GRP-495752,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10998,9e75618d-3108-4159-b3f3-4e676007b466,On Leave,Linda,Vincent,Townsend,,ZZ593529T,YX7948047,V7767388,1981-11-10,West Jason,Male,Divorced,United States,gbell@gmail.com,linda.townsend@corp-internal.com,+44115 496 0524,0141 496 0091,201 Crawford Field,South Roy,VA,55621,USA,Oncologist,Sales,Mr Joshua Young,2022-03-09,"$111,079",15%,062448192,ECRT08603989987228,Jessica Gay,818-413-4567x2060,GRP-144591,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10999,3c1fab1f-e740-449f-b78e-e203c25e75da,Active,Lisa,Melissa,Lopez,,ZZ 17 00 81 T,PS7170166,L2898575,1973-05-04,Howellshire,Prefer not to say,Widowed,United States,qtaylor@outlook.com,lisa.lopez@corp-internal.com,576.312.9010,985.428.3429x85025,262 Michelle Villages Suite 042,Butlershire,AK,67855,USA,"Scientist, research (medical)",HR,Melissa Cole,2023-10-28,"$141,973",7%,042654663,SUYO88294456992361,Dr Clare Wood,001-496-919-1148,GRP-894724,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11000,ecd506ff-dbb2-483b-a21f-d84939aaf78a,Active,Graeme,Gregory,Freeman,Roberts,ZZ229369T,BA7856209,H2127891,1976-04-23,Emilyport,Female,Married,United States,gpotts@gmail.com,graeme.freeman@corp-internal.com,029 2018760,(0117)4960707,5 Neil Courts,Archerfurt,PA,53475,USA,Tax inspector,HR,Steven Fernandez,2018-06-17,"$165,339",12%,010855669,LRYF36261925173258,Gary Castro,+44(0)117 496 0094,GRP-879960,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11001,9add5d4b-de50-446d-a2d3-a8d9a52eb238,Active,Selena,Sarah,Smith,,708-60-0330,CT6302190,X1849662,1975-08-11,North Kimbury,Prefer not to say,Divorced,United States,danielanderson@gmail.com,selena.smith@corp-internal.com,835-904-7113x7010,001-406-863-7876x9174,"Flat 74r
Jack Burgs",Elizabethfurt,VI,03554,USA,"Research officer, government",Legal,Bethany Wallis,2022-04-21,"$116,170",18%,054466577,SXUP53452815288600,Casey Thomas,(01632) 960 512,GRP-652700,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11002,90c540f9-671a-4572-9e81-1020c1189550,On Leave,Jared,Kari,Pratt,,845-63-2800,GZ8435197,K7301834,2000-12-05,Jacobburgh,Prefer not to say,Widowed,United States,dunnlauren@gmail.com,jared.pratt@corp-internal.com,001-516-890-4695x0611,+44(0)118 496 0566,2815 Tyler Village Apt. 920,South Robertville,WV,03831,USA,"Research officer, government",Finance,Mrs Laura Dean,2024-08-02,"$97,430",10%,055010197,UMAK07627012676945,Leon Macias,(0151) 496 0064,GRP-279670,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11003,55181e4e-55cd-47a9-a18d-816e4ccac5d8,On Leave,Douglas,Kyle,Watts,,005-88-6208,UL1965363,Y5386739,1986-04-30,Port Janice,Prefer not to say,Single,United States,erin46@gmail.com,douglas.watts@corp-internal.com,992.699.7501,0292018457,578 Roberts Coves Apt. 512,Iainview,CO,01726,USA,Midwife,HR,Christine Cook,2021-08-01,"$71,728",11%,062265663,MFKY95342107400217,Laura Williams,(028) 9018781,GRP-659006,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11004,16fc258c-79fd-4c81-9472-28c0f6990a74,On Leave,Michael,Antony,Krause,,ZZ 532472 T,UG2442245,P7415270,1976-08-12,North Kellystad,Female,Widowed,United States,rsimpson@hotmail.com,michael.krause@corp-internal.com,+44(0)2074960755,01144960269,418 Morse Trail Apt. 279,Watsonchester,CO,26805,USA,Marine scientist,Sales,Tony Brooks,2022-03-18,"$100,250",13%,064727895,RLHV48869446326077,Rita Hayes,(0141) 4960850,GRP-690228,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11005,7fa33b60-185f-4f38-b6a4-0ec3e9119530,On Leave,Kelly,Kevin,North,,541-45-1817,ZO3749314,G6453235,1960-12-26,Smithtown,Female,Single,United States,brookscarole@outlook.com,kelly.north@corp-internal.com,(404)274-8126x174,03069990262,8103 Matthew Stream Suite 061,East Jennifer,OR,47445,USA,Visual merchandiser,Sales,Mr Duncan Smith,2025-04-29,"$127,127",5%,066263962,ONXN94068656340393,Frederick Dunn-Moore,(0117) 4960385,GRP-624972,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11006,28ba44de-700d-48b0-b533-8e02ee5dd1d5,Active,Alex,Connor,Powell,,ZZ 006113 T,KK8260088,O8265407,1974-10-06,Andrewland,Prefer not to say,Single,United Kingdom,mark07@gmail.com,alex.powell@corp-internal.com,001-455-474-9961x5800,+441914960530,99171 Roach Harbors,New Terry,MP,15788,USA,Immigration officer,Engineering,Cameron Schofield,2019-01-05,"$153,631",19%,060770736,KNBA38238267556806,Duncan Smith,(677)792-9949x8270,GRP-687334,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11007,dcbcdde3-83f5-4cd5-a908-0ca72e62c56a,Terminated,Kieran,Hannah,Hill,,ZZ 99 29 36 T,OI8519220,T2913295,1962-06-13,Martinchester,Male,Divorced,United States,stevensonstanley@gmail.com,kieran.hill@corp-internal.com,001-904-585-9465,+44117 496 0110,"Flat 8
Leslie Key",West Michaelport,TN,44160,USA,Broadcast engineer,Sales,Geoffrey Henry,2026-01-21,"$111,174",12%,125956550,VFNM42116276957310,Krista Walsh,202-586-8007,GRP-355304,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11008,f48684d0-2f9d-4cff-9afc-21a01a10e02c,On Leave,Jim,Mary,Ortega,,566-66-9791,CO8357705,C8747509,1998-05-27,Port Gerald,Prefer not to say,Married,United States,thorntonshane@hotmail.com,jim.ortega@corp-internal.com,876.334.2704x919,+1-412-864-8518,71523 Fernando Branch Apt. 111,Youngchester,NY,58385,USA,Technical author,Legal,Carl Clarke,2020-04-01,"$95,417",11%,013436849,FWRC35740804348988,Shannon Bevan,+44141 4960315,GRP-639685,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11009,3f4ace0f-de5a-464c-993d-2007e355a550,Active,Juan,Claire,Brooks,,ZZ 09 54 85 T,LW5620647,D8979722,1966-03-05,Jillmouth,Prefer not to say,Married,United States,stokeselliott@outlook.com,juan.brooks@corp-internal.com,0289018036,743-636-5999x022,85965 Brown Shore,East Leeshire,GU,33264,USA,Management consultant,HR,Jenna Palmer,2024-01-01,"$45,532",18%,012619845,WGAT88779412715546,Catherine Stevens-Griffin,001-476-666-3443x1558,GRP-569012,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11010,b08c8da4-4b20-4cb6-a75f-c2a2273cbfc8,Terminated,Jane,Frederick,Harris,,ZZ 015560 T,AK6682624,F4083131,1981-12-30,New Kimburgh,Prefer not to say,Married,United States,nmellor@hotmail.com,jane.harris@corp-internal.com,4689931120,+1-396-986-5961x39370,744 Santiago Prairie Suite 126,Cunninghamchester,MN,52430,USA,Pharmacologist,Engineering,Kim Smith,2020-09-28,"$64,850",18%,054817016,CIIT78646076964785,Miss Rosemary Hughes,(0306) 999 0773,GRP-428911,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11011,6d3fb726-e330-4618-8be5-c85a2667ac8e,On Leave,Shaun,Nicole,Holmes,,804-12-3160,SB1340126,P5914167,1963-08-11,Dianeburgh,Prefer not to say,Single,United States,randy09@gmail.com,shaun.holmes@corp-internal.com,(0808) 157 0923,(963)632-9598,2 Mark Cape,Stewartmouth,FM,30444,USA,Ecologist,HR,Robin Parker,2018-10-04,"$68,926",14%,031444130,NIKQ11475105182387,Jennifer Garcia,650-251-3714x33937,GRP-209719,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11012,6dbe7350-b8f4-49a7-a334-f59a42494273,On Leave,Beverley,Ryan,George,,ZZ091978T,AE2553116,Q3101555,1968-06-27,Port Samanthabury,Female,Single,United States,lthomas@hotmail.com,beverley.george@corp-internal.com,624-483-7452x9359,001-603-369-0054x810,847 Mcclure Heights,North Evanstad,OK,46866,USA,Advice worker,Sales,Maria Oconnell,2019-10-02,"$106,574",11%,116937216,AMAZ72436901099356,Joseph Sullivan MD,(744)956-1091,GRP-371688,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11013,755664ed-ea0e-4b26-b119-ceca1d5aa218,On Leave,Melanie,Kate,Parker,,571-81-7663,VY6833542,O4076251,1967-02-01,West Amy,Non-Binary,Divorced,United States,willie14@hotmail.com,melanie.parker@corp-internal.com,(029)2018261,966.341.1054x9165,"Studio 46
Harriet Ports",Derekborough,NV,75087,USA,Probation officer,HR,Carol James,2023-09-24,"$53,298",5%,034412703,ADOX72651260495317,Sylvia Jones,001-474-781-6597x2443,GRP-695949,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11014,ed025fde-8e40-40d8-8209-51df9dfd237a,Terminated,Kelly,Sarah,Nelson,Kent,ZZ 66 60 30 T,NT7334650,N0840880,1960-04-01,Donnaside,Female,Married,United States,fharris@hotmail.com,kelly.nelson@corp-internal.com,673-827-9451,(257)641-4097x80534,"Studio 3
Knowles Pike",Port Jacobberg,DC,63306,USA,"Merchandiser, retail",Sales,Julie King,2023-08-01,"$135,963",15%,043562408,AICF52743559001659,Nicholas Ramos,+44(0)191 496 0175,GRP-199226,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11015,0fb7f506-2158-4dd7-99d7-805e3e1e7c56,Active,Simon,David,Wilson,,552-25-2057,HR0719228,Y6235209,1962-02-28,Bellton,Non-Binary,Married,United States,mooremolly@gmail.com,simon.wilson@corp-internal.com,(495)242-8725,(0121)4960394,"Studio 15p
Reeves Grove",Fowlerbury,AL,68074,USA,"Lighting technician, broadcasting/film/video",Finance,Cindy Mcdonald,2023-03-02,"$133,431",10%,051144070,IRDI97580547928921,Joseph Vasquez,+44(0)1134960155,GRP-670756,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11016,bcab95e8-68f0-4852-8669-4ccdef6b0b6b,Active,Christopher,Heather,Cross,,ZZ 39 33 96 T,SY2713556,U7899149,1998-10-19,Williamsbury,Prefer not to say,Divorced,United States,briangibbons@yahoo.com,christopher.cross@corp-internal.com,(359)479-4911x16684,(385)887-9100x54632,"Studio 7
Andrea Lights",East Alan,MS,38075,USA,"Administrator, education",HR,Pamela Gonzalez,2020-06-20,"$138,919",16%,017715964,YSUX81472061766623,David Taylor,(997)396-8759x2628,GRP-190285,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11017,a2bc315a-3d77-4b77-89fd-282d1c92dabf,On Leave,Kevin,Kate,Williams,,ZZ 048261 T,TX4281834,M6668973,1965-09-16,North Mollybury,Non-Binary,Single,United States,bassleslie@yahoo.com,kevin.williams@corp-internal.com,742-816-9004x587,+441414960059,"Flat 5
Mandy Manors",West Tylerhaven,VT,59470,USA,Astronomer,Engineering,John Hunter-Moore,2021-04-09,"$52,966",14%,106366965,KUEW70488258363082,John Scott,568-578-3705,GRP-861599,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11018,db92bb5e-a1da-41a6-939e-efbc4db1fc82,Terminated,Melanie,Lauren,Bond,,613-23-5741,OX4566225,F5863379,1991-09-23,South Robertborough,Male,Married,United States,rhys60@gmail.com,melanie.bond@corp-internal.com,266-695-3507x837,+44(0)1174960575,5 Bryan Brooks,Marilynside,OR,93131,USA,Geophysicist/field seismologist,Legal,Adam Ochoa,2024-01-29,"$45,744",9%,116283928,HZBF89002176303101,Joanne Moreno,+1-363-759-8984,GRP-318709,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11019,110c8bee-10a1-4656-8076-e6f7f55af101,On Leave,Antony,Jonathan,Stewart,,ZZ062806T,MO4922238,V9395139,1969-10-12,Stephenport,Non-Binary,Married,United States,leanne04@outlook.com,antony.stewart@corp-internal.com,(0808)1570611,290-241-0346,49490 Dean Forest Apt. 951,East Cliffordside,OK,52670,USA,"Scientist, forensic",Engineering,Jesse Sherman,2023-10-08,"$162,511",20%,056904574,UXEI91349095391267,Kevin Palmer,+44121 496 0703,GRP-423070,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11020,058b8746-d713-44f3-afe0-98687b64e97d,Terminated,Eileen,Fiona,Evans,,494-91-0106,PX1971309,Z9194774,1999-10-29,Kellyfurt,Prefer not to say,Widowed,United States,erichorton@gmail.com,eileen.evans@corp-internal.com,08081570287,810-931-4743,0 Elliott Skyway,Rebeccachester,ID,63842,USA,Tourism officer,Engineering,Darren Watson,2017-03-17,"$140,552",15%,114269397,YNTF18088568841761,Dennis Carpenter,(0306) 999 0262,GRP-852708,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11021,63e9f5f4-1493-463a-860e-8de7cebb8d01,Terminated,Gregory,Malcolm,Lloyd,,ZZ787093T,FB3670115,W2347812,1991-06-06,Darrenview,Male,Single,United Kingdom,ogreene@yahoo.com,gregory.lloyd@corp-internal.com,01214960724,+44(0)1614960839,096 Rodriguez Viaduct Apt. 970,Susanmouth,ND,27221,USA,"Scientist, product/process development",Finance,Thomas Carter,2016-08-05,"$131,736",11%,128807884,LZOI00897213398762,Alex Warren,0151 496 0652,GRP-502957,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11022,330b4231-0dc4-45af-b47d-2dc13ded9fc8,On Leave,John,Catherine,Mcgrath,,776-38-2929,SR1819175,T8329484,1983-05-29,West Tracyfurt,Male,Single,United States,ian73@hotmail.com,john.mcgrath@corp-internal.com,379-966-1373x967,6842663619,"Flat 3
Akhtar Lane",Lake Norman,NE,17015,USA,Financial risk analyst,Sales,George Hicks MD,2024-11-21,"$167,000",12%,039633082,PYMY14752395983050,Danny Wilkinson,493.708.9943x959,GRP-502321,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11023,6cdf0a64-aba5-420b-bc54-13391036a951,On Leave,Joseph,Jayne,Martin,,ZZ 05 05 82 T,FU8690222,B3957497,1966-08-18,South Lucyberg,Male,Widowed,United States,philip29@yahoo.com,joseph.martin@corp-internal.com,020 74960958,(0117) 496 0483,6 King Point,Leighchester,AR,49022,USA,Insurance account manager,Legal,Max Chamberlain,2017-09-16,"$69,422",10%,024361547,WHOA74694634267060,James Garcia,+1-659-294-6410x25784,GRP-230563,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11024,35f24bcd-e9ff-4fc9-834a-04c7078b3c9f,Terminated,Billy,Jacob,Spencer,,510-06-1767,XK8141059,U1220233,1980-05-09,Thompsonberg,Prefer not to say,Married,United States,grace97@yahoo.com,billy.spencer@corp-internal.com,+44(0)1214960759,+44113 496 0776,961 Michael Overpass,Lake Heatherchester,MA,85429,USA,"Accountant, chartered",Engineering,Zachary Rivers,2019-08-16,"$132,318",18%,114756392,OQNQ10715135714192,Rachel Martin,(0909)8790744,GRP-777424,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11025,eafd5552-8399-4881-8007-c8c03ce24a88,Active,Christopher,Beth,Rogers,,124-30-8823,DN5621372,O2007620,1985-09-15,Port Russell,Non-Binary,Widowed,United States,rachelsmith@hotmail.com,christopher.rogers@corp-internal.com,+44(0)1154960513,2253904698,"Studio 0
Grace Ranch",Yatesstad,NH,10108,USA,Conference centre manager,Legal,Molly Robinson,2019-01-06,"$161,529",8%,113074538,MGKN69374243866976,William Carter,+1-914-632-9493x444,GRP-788949,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11026,0c6dcc55-bbf7-4772-a337-1ec0460d79b5,Terminated,Duncan,Carlos,Beasley,,784-74-0416,YV8230421,R8126562,1977-09-05,Lindafort,Female,Single,United States,sblake@yahoo.co.uk,duncan.beasley@corp-internal.com,001-403-593-2044,001-653-653-9847x64335,3955 Lori Alley Apt. 338,Richardton,SC,35488,USA,"Engineer, control and instrumentation",Finance,Ronald Cantu,2020-06-15,"$162,511",20%,081744589,XTAT05183532880853,Mr Duncan Griffin,(0141) 4960827,GRP-919848,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11027,cc37ea42-8b83-44a0-8fb3-311dc1778fa9,Terminated,Nicole,Lacey,Slater,,ZZ 44 74 08 T,ZD7458457,Q0201377,1986-05-31,South Deanside,Non-Binary,Divorced,United States,duncansykes@outlook.com,nicole.slater@corp-internal.com,+44292018635,(342)375-4363x545,4139 Brady Glen,Johnsonshire,AL,04539,USA,Careers information officer,Engineering,Mary Tyler,2020-03-05,"$162,602",19%,034238356,OUUB40833657903207,Joshua Taylor,(429)577-6610x56946,GRP-806444,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11028,0502848d-6963-42f8-b71d-382a81c96490,Terminated,Julia,Bethan,Johnson,,ZZ668981T,HB6003678,B2810290,2001-11-20,Adamsmouth,Prefer not to say,Divorced,United States,cbaker@yahoo.com,julia.johnson@corp-internal.com,001-868-565-2214,0121 4960225,954 Brown Pass Suite 924,Donnaview,AL,18191,USA,Chartered public finance accountant,Legal,Melissa Chambers,2017-09-10,"$130,868",6%,062158372,DXSC65606275390706,Dr Clifford Davison,0161 496 0752,GRP-134920,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11029,a7f1ca14-f3da-4bfb-b0c5-f0eee0a2f5bf,Terminated,David,Russell,Pearson,,685-78-0167,GT7498328,U2954765,1982-12-31,Stanleyland,Non-Binary,Widowed,United States,wpratt@hotmail.com,david.pearson@corp-internal.com,306.286.6250,(370)881-1414,27 Parkin Gardens,East Nancyton,MO,45208,USA,Toxicologist,HR,Mrs Carol Knowles,2022-01-10,"$130,196",11%,014754698,TYJG86681340093276,Michelle Lynch,862.938.7394,GRP-197293,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11030,de770b92-4a5c-4b9a-98b8-ad14b0c85cfa,Active,Tracy,Garry,Jones,,526-64-9659,CT1164065,S5732110,1995-10-22,East Duncanmouth,Non-Binary,Married,United States,xmacdonald@gmail.com,tracy.jones@corp-internal.com,+44(0)909 8790528,+44131 4960872,32429 Wright Forges Apt. 339,Wrightfort,MA,32587,USA,"Doctor, general practice",Engineering,Michelle White,2024-07-19,"$160,020",6%,013536448,ZXHC87764020343761,Christopher Palmer,441-261-8256x098,GRP-679344,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11031,2201b7eb-5f22-4edd-ba97-aadaed8263f7,On Leave,Joseph,Lisa,Scott,Reed,703-14-2438,MD1780096,T2656293,1997-01-18,Joelfort,Female,Married,United States,scott74@yahoo.com,joseph.scott@corp-internal.com,(0114)4960186,484-664-1590x92988,3694 Todd Square Suite 344,Martinhaven,DC,92821,USA,Arboriculturist,Legal,Abigail Hooper,2019-06-23,"$113,136",19%,100999710,SMVE14439088689000,Cameron Smith,0191 498 0323,GRP-179789,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11032,faf6a4e8-c046-4266-bf80-0b0beb10b4b7,Active,Alicia,Sam,Buchanan,,ZZ 03 86 68 T,VH8890354,H1475965,2003-08-08,Port Abigailborough,Male,Widowed,United States,dalyrosemary@hotmail.co.uk,alicia.buchanan@corp-internal.com,001-329-558-5957x0752,+44306 9990604,"Studio 04d
Harry Pine",Lake Nathanhaven,NE,34108,USA,Travel agency manager,Finance,Geraldine Walters-Gregory,2020-09-01,"$159,342",6%,071470559,MMWU63004755468535,Dawn Campbell,+44121 4960719,GRP-593302,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11033,f1b6686a-1f7e-441e-9f1a-da99b62a720f,On Leave,Jill,Justin,Hughes,,691-34-3141,QV1978401,G7171491,1992-11-24,Allentown,Non-Binary,Married,United States,marcus37@yahoo.com,jill.hughes@corp-internal.com,0151 4960134,+44(0)113 4960747,"Studio 34z
Diana Causeway",Kimland,MH,48988,USA,Control and instrumentation engineer,Finance,Cheryl Richards,2020-03-01,"$82,918",7%,024740469,YRNR79125613714100,Miss Hilary Weston,+44(0)191 496 0733,GRP-705911,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11034,ff718bd3-b054-4cbf-be31-1746511965a0,Terminated,Taylor,Ann,Roberts,,094-94-6539,PY3886233,Q8878765,1985-01-07,West Wayneborough,Female,Divorced,United States,larrychambers@hotmail.com,taylor.roberts@corp-internal.com,557.750.1729,989-751-0060,524 Brown Lodge Suite 572,Lake Charlieview,NC,59904,USA,"Scientist, forensic",Legal,Ms Lesley Taylor,2023-06-28,"$45,135",19%,077048927,CWCL86883496763490,Ashley Wilson,(0191)4960553,GRP-155592,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11035,5dd45cbf-4af1-4f32-af1c-e291001d30ca,On Leave,Cameron,Christian,Briggs,,575-03-6688,ND1582465,E1036813,1982-01-10,Ericland,Female,Widowed,United Kingdom,rchapman@hotmail.com,cameron.briggs@corp-internal.com,333-627-9701x06934,+441632960521,1503 Rogers Falls,Shepherdton,SC,29826,USA,"Geologist, engineering",Sales,Brooke Rodriguez,2022-09-22,"$88,299",8%,012502622,LVWP60377329469891,Jacob Rowe,001-893-384-3228,GRP-843840,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11036,cec9ca8c-be69-4ca8-abeb-22701d7948b4,Active,Chloe,Christopher,Kelley,,ZZ 54 82 70 T,MD8112197,I7038601,1969-04-17,Port Alexandria,Prefer not to say,Single,United States,renee55@gmail.com,chloe.kelley@corp-internal.com,+44(0)1154960714,+44(0)191 496 0055,"Flat 93J
Nicole Motorway",New Shaunville,NY,50870,USA,Warden/ranger,HR,Tony Fisher,2019-06-25,"$164,294",16%,103746724,BDEK41554872617623,Judith Miller-Wright,561-597-5688x43136,GRP-107225,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11037,54be3960-dc24-4f27-a28b-e2094e34a5cd,Active,Jade,Jeremiah,Smith,,797-40-4051,EG1099402,U6354831,1986-12-21,East Iain,Prefer not to say,Divorced,United States,gjohnson@hotmail.com,jade.smith@corp-internal.com,+44(0)121 496 0926,(621)903-3292x4533,7 Turnbull Mountains,Willisberg,AZ,93452,USA,Financial controller,HR,Chad Hurst,2022-11-18,"$50,273",19%,111949597,DMFK57066397874992,Holly Simmons,0161 496 0015,GRP-809194,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11038,ba7f4549-4b66-4535-ae78-5b750ddd4cd3,On Leave,Cassandra,Lydia,Cunningham,,052-71-5196,HK2497073,W1705508,1963-04-19,Port Amandafort,Non-Binary,Divorced,United States,wdaniel@gmail.com,cassandra.cunningham@corp-internal.com,+441632 960772,+44116 4960870,4 Coates Ranch,Blackburnmouth,NV,40852,USA,Research scientist (maths),Engineering,John Smith,2024-11-08,"$164,127",9%,041748004,LNUQ22000200650211,Christopher Johnson,+441184960138,GRP-639267,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11039,2d411825-878a-49db-b986-5bcfcfe06bf9,On Leave,Christian,Victoria,Baker,,ZZ 25 86 55 T,FI1093540,V1524369,1975-02-05,Chamberlainside,Female,Single,United States,mullinskayla@hotmail.com,christian.baker@corp-internal.com,+44(0)1184960643,238-638-7301x66988,794 Alyssa Tunnel Suite 157,New Samantha,DC,05372,USA,Local government officer,HR,Leanne Pollard,2025-09-01,"$87,803",17%,120575622,ZWIJ15867779913182,Ms Carly Bird,+442074960112,GRP-793958,CONFIDENTIAL - INTERNAL USE ONLY
